NCBI_ID	predicted_mobility
NZ_LR135415.1	conjugative
NZ_LR135429.1	conjugative
NZ_LR135436.1	conjugative
NZ_LR135476.1	conjugative
NZ_LR135483.1	conjugative
NZ_LR135489.1	conjugative
NZ_LR135783.1	conjugative
NZ_LT598664.1	conjugative
NZ_LT598666.1	conjugative
NZ_OU015346.1	non-mobilizable
NZ_OU015347.1	conjugative
NZ_OU015351.1	non-mobilizable
NZ_OU015352.1	conjugative
NZ_OU015709.1	conjugative
NZ_OU015947.1	conjugative
NZ_OU016028.1	conjugative
NZ_OU016037.1	conjugative
AP026570.1	non-mobilizable
AP026577.1	non-mobilizable
AP026582.1	non-mobilizable
AP026589.1	non-mobilizable
AP026596.1	non-mobilizable
AP026603.1	non-mobilizable
AP026608.1	non-mobilizable
AP026609.1	non-mobilizable
AP026621.1	mobilizable
AP026636.1	non-mobilizable
AP026645.1	non-mobilizable
AP026649.1	non-mobilizable
AP026665.1	non-mobilizable
AP026670.1	non-mobilizable
CP012386.1	mobilizable
CP014452.1	non-mobilizable
CP035665.1	non-mobilizable
CP038165.1	mobilizable
CP064282.1	non-mobilizable
CP064286.1	non-mobilizable
CP064291.1	non-mobilizable
CP066208.1	mobilizable
CP066209.1	non-mobilizable
CP068243.1	mobilizable
CP102660.1	mobilizable
CP116519.1	conjugative
CP116522.1	mobilizable
CP116527.1	mobilizable
CP116531.1	mobilizable
CP116535.1	mobilizable
CP116538.1	mobilizable
CP116542.1	conjugative
CP116545.1	conjugative
CP116548.1	conjugative
CP116552.1	conjugative
CP117505.1	mobilizable
CP117510.1	non-mobilizable
CP117512.1	mobilizable
CP120612.1	mobilizable
NC_017961.1	mobilizable
NC_021988.1	non-mobilizable
NZ_AP022884.1	mobilizable
NZ_AP022933.1	mobilizable
NZ_CP011284.1	non-mobilizable
NZ_CP011830.1	mobilizable
NZ_CP012368.1	mobilizable
NZ_CP012431.1	mobilizable
NZ_CP012464.1	non-mobilizable
NZ_CP013996.1	non-mobilizable
NZ_CP014533.1	non-mobilizable
NZ_CP016166.1	mobilizable
NZ_CP017795.1	non-mobilizable
NZ_CP017800.1	non-mobilizable
NZ_CP018067.1	non-mobilizable
NZ_CP018069.1	non-mobilizable
NZ_CP018072.1	mobilizable
NZ_CP018131.1	non-mobilizable
NZ_CP018825.1	non-mobilizable
NZ_CP018831.1	non-mobilizable
NZ_CP020490.1	non-mobilizable
NZ_CP022484.1	mobilizable
NZ_CP022486.1	non-mobilizable
NZ_CP023426.1	mobilizable
NZ_CP023791.1	non-mobilizable
NZ_CP023796.1	non-mobilizable
NZ_CP023801.1	non-mobilizable
NZ_CP024844.1	non-mobilizable
NZ_CP025078.1	mobilizable
NZ_CP025427.1	non-mobilizable
NZ_CP025755.1	non-mobilizable
NZ_CP027504.1	non-mobilizable
NZ_CP027505.1	non-mobilizable
NZ_CP027510.1	non-mobilizable
NZ_CP027516.1	non-mobilizable
NZ_CP027519.1	non-mobilizable
NZ_CP028836.1	mobilizable
NZ_CP033212.1	non-mobilizable
NZ_CP035644.1	non-mobilizable
NZ_CP035647.1	non-mobilizable
NZ_CP035650.1	non-mobilizable
NZ_CP035653.1	non-mobilizable
NZ_CP035659.1	non-mobilizable
NZ_CP037957.1	mobilizable
NZ_CP040238.1	non-mobilizable
NZ_CP040708.1	non-mobilizable
NZ_CP040742.1	non-mobilizable
NZ_CP040905.1	mobilizable
NZ_CP041269.2	non-mobilizable
NZ_CP041279.2	non-mobilizable
NZ_CP042217.2	mobilizable
NZ_CP042290.1	conjugative
NZ_CP042836.1	mobilizable
NZ_CP042837.1	mobilizable
NZ_CP044266.1	non-mobilizable
NZ_CP044276.1	non-mobilizable
NZ_CP044280.1	non-mobilizable
NZ_CP044319.1	mobilizable
NZ_CP044320.1	non-mobilizable
NZ_CP046075.1	non-mobilizable
NZ_CP046078.1	non-mobilizable
NZ_CP046168.1	non-mobilizable
NZ_CP049776.1	mobilizable
NZ_CP050492.1	mobilizable
NZ_CP053182.1	mobilizable
NZ_CP058893.1	non-mobilizable
NZ_CP059749.1	non-mobilizable
NZ_CP059750.1	non-mobilizable
NZ_CP059759.1	non-mobilizable
NZ_CP059766.1	non-mobilizable
NZ_CP059767.1	non-mobilizable
NZ_CP059775.1	non-mobilizable
NZ_CP059786.1	non-mobilizable
NZ_CP059808.1	non-mobilizable
NZ_CP059809.1	non-mobilizable
NZ_CP059818.1	non-mobilizable
NZ_CP059819.1	non-mobilizable
NZ_CP059825.1	non-mobilizable
NZ_CP059826.1	non-mobilizable
NZ_CP060862.1	non-mobilizable
NZ_CP062270.1	non-mobilizable
NZ_CP062271.1	non-mobilizable
NZ_CP064052.1	mobilizable
NZ_CP064346.1	non-mobilizable
NZ_CP064347.1	non-mobilizable
NZ_CP064428.1	non-mobilizable
NZ_CP065526.1	non-mobilizable
NZ_CP065537.1	non-mobilizable
NZ_CP065550.1	non-mobilizable
NZ_CP065757.1	mobilizable
NZ_CP065761.1	non-mobilizable
NZ_CP065772.1	conjugative
NZ_CP065775.1	mobilizable
NZ_CP065779.1	mobilizable
NZ_CP065932.1	non-mobilizable
NZ_CP066005.1	mobilizable
NZ_CP066385.1	non-mobilizable
NZ_CP066392.1	non-mobilizable
NZ_CP066395.1	non-mobilizable
NZ_CP066405.1	non-mobilizable
NZ_CP066406.1	non-mobilizable
NZ_CP066418.1	non-mobilizable
NZ_CP066424.1	non-mobilizable
NZ_CP066429.1	non-mobilizable
NZ_CP066438.1	non-mobilizable
NZ_CP066446.1	non-mobilizable
NZ_CP066454.1	non-mobilizable
NZ_CP066461.1	non-mobilizable
NZ_CP066475.1	non-mobilizable
NZ_CP066483.1	non-mobilizable
NZ_CP066571.1	mobilizable
NZ_CP066579.1	non-mobilizable
NZ_CP066586.1	mobilizable
NZ_CP066594.1	non-mobilizable
NZ_CP066599.1	non-mobilizable
NZ_CP066617.1	non-mobilizable
NZ_CP066625.1	non-mobilizable
NZ_CP066632.1	non-mobilizable
NZ_CP066636.1	non-mobilizable
NZ_CP066641.1	non-mobilizable
NZ_CP066649.1	non-mobilizable
NZ_CP066656.1	non-mobilizable
NZ_CP066662.1	non-mobilizable
NZ_CP066669.1	non-mobilizable
NZ_CP066675.1	non-mobilizable
NZ_CP068246.1	mobilizable
NZ_CP068250.1	mobilizable
NZ_CP071929.1	mobilizable
NZ_CP071960.1	non-mobilizable
NZ_CP072569.1	non-mobilizable
NZ_CP072570.1	non-mobilizable
NZ_CP072581.1	non-mobilizable
NZ_CP072582.1	non-mobilizable
NZ_CP072589.1	mobilizable
NZ_CP072712.1	non-mobilizable
NZ_CP072713.1	non-mobilizable
NZ_CP072723.1	non-mobilizable
NZ_CP072734.1	non-mobilizable
NZ_CP072880.1	conjugative
NZ_CP072886.1	mobilizable
NZ_CP076475.1	non-mobilizable
NZ_CP076486.1	non-mobilizable
NZ_CP076492.1	mobilizable
NZ_CP076497.1	mobilizable
NZ_CP076502.1	mobilizable
NZ_CP077322.1	non-mobilizable
NZ_CP078016.1	non-mobilizable
NZ_CP078163.1	mobilizable
NZ_CP079929.1	mobilizable
NZ_CP082268.1	mobilizable
NZ_CP083914.1	non-mobilizable
NZ_CP083916.1	non-mobilizable
NZ_CP083922.1	non-mobilizable
NZ_CP083926.1	non-mobilizable
NZ_CP084246.1	mobilizable
NZ_CP085290.1	mobilizable
NZ_CP085296.1	mobilizable
NZ_CP085898.1	non-mobilizable
NZ_CP085910.1	non-mobilizable
NZ_CP086562.1	mobilizable
NZ_CP088188.1	conjugative
NZ_CP088193.1	mobilizable
NZ_CP088197.1	mobilizable
NZ_CP088201.1	mobilizable
NZ_CP088204.1	mobilizable
NZ_CP089322.1	non-mobilizable
NZ_CP089852.1	non-mobilizable
NZ_CP091101.1	mobilizable
NZ_CP091202.1	mobilizable
NZ_CP091208.1	conjugative
NZ_CP091212.1	mobilizable
NZ_CP091216.1	mobilizable
NZ_CP091223.1	mobilizable
NZ_CP091226.1	mobilizable
NZ_CP091228.1	mobilizable
NZ_CP091238.1	mobilizable
NZ_CP091303.1	non-mobilizable
NZ_CP091579.1	non-mobilizable
NZ_CP091903.1	non-mobilizable
NZ_CP091905.1	mobilizable
NZ_CP092375.1	mobilizable
NZ_CP092545.1	non-mobilizable
NZ_CP092548.1	non-mobilizable
NZ_CP092559.1	non-mobilizable
NZ_CP092571.1	non-mobilizable
NZ_CP092577.1	non-mobilizable
NZ_CP093943.1	mobilizable
NZ_CP093945.1	non-mobilizable
NZ_CP093958.1	conjugative
NZ_CP094236.1	non-mobilizable
NZ_CP096213.1	non-mobilizable
NZ_CP096222.1	non-mobilizable
NZ_CP096225.1	non-mobilizable
NZ_CP097003.1	mobilizable
NZ_CP097007.1	mobilizable
NZ_CP097009.1	conjugative
NZ_CP097011.1	mobilizable
NZ_CP097016.1	conjugative
NZ_CP097021.1	mobilizable
NZ_CP097025.1	mobilizable
NZ_CP097026.1	mobilizable
NZ_CP097029.1	conjugative
NZ_CP097032.1	mobilizable
NZ_CP097037.1	mobilizable
NZ_CP097039.1	mobilizable
NZ_CP097040.1	non-mobilizable
NZ_CP097043.1	mobilizable
NZ_CP097047.1	mobilizable
NZ_CP097058.1	mobilizable
NZ_CP097067.1	mobilizable
NZ_CP097070.1	mobilizable
NZ_CP098027.1	mobilizable
NZ_CP098420.1	mobilizable
NZ_CP098744.1	mobilizable
NZ_CP102066.1	mobilizable
NZ_CP109799.1	mobilizable
NZ_CP109801.1	non-mobilizable
NZ_CP109806.1	mobilizable
NZ_CP109810.1	mobilizable
NZ_CP109838.1	mobilizable
NZ_CP110076.1	mobilizable
NZ_CP110290.1	mobilizable
NZ_CP110295.1	mobilizable
NZ_CP110361.1	mobilizable
NZ_CP112865.1	non-mobilizable
NZ_CP113829.1	mobilizable
NZ_CP113833.1	mobilizable
NZ_CP114620.1	non-mobilizable
NZ_CP115994.1	mobilizable
NZ_CP116556.1	mobilizable
NZ_CP116558.1	mobilizable
NZ_CP116560.1	mobilizable
NZ_CP116562.1	mobilizable
NZ_CP116567.1	mobilizable
NZ_CP116570.1	mobilizable
NZ_CP116576.1	non-mobilizable
NZ_CP116580.1	mobilizable
NZ_CP118551.1	non-mobilizable
NZ_CP118757.1	mobilizable
NZ_CP119152.1	non-mobilizable
NZ_LN999989.1	mobilizable
NZ_LR134097.1	mobilizable
NZ_LR135176.1	mobilizable
NZ_LR135177.1	non-mobilizable
NZ_LR135183.1	mobilizable
NZ_LR135206.1	non-mobilizable
NZ_LR135223.1	non-mobilizable
NZ_LR135230.1	non-mobilizable
NZ_LR135239.1	non-mobilizable
NZ_LR135247.1	non-mobilizable
NZ_LR135256.1	mobilizable
NZ_LR135260.1	mobilizable
NZ_LR135263.1	non-mobilizable
NZ_LR135281.1	non-mobilizable
NZ_LR135282.1	non-mobilizable
NZ_LR135290.1	non-mobilizable
NZ_LR135295.1	non-mobilizable
NZ_LR135300.1	non-mobilizable
NZ_LR135305.1	non-mobilizable
NZ_LR135306.1	non-mobilizable
NZ_LR135310.1	non-mobilizable
NZ_LR135311.1	non-mobilizable
NZ_LR135320.1	mobilizable
NZ_LR135327.1	mobilizable
NZ_LR135335.1	non-mobilizable
NZ_LR135342.1	non-mobilizable
NZ_LR135346.1	non-mobilizable
NZ_LR135353.1	non-mobilizable
NZ_LR135359.1	conjugative
NZ_LR135366.1	non-mobilizable
NZ_LR135369.1	non-mobilizable
NZ_LR135387.1	conjugative
NZ_LR135392.1	non-mobilizable
NZ_LR135399.1	non-mobilizable
NZ_LR135403.1	conjugative
NZ_LR135406.1	non-mobilizable
NZ_LR135410.1	conjugative
NZ_LR135412.1	non-mobilizable
NZ_LR135417.1	non-mobilizable
NZ_LR135430.1	non-mobilizable
NZ_LR135434.1	non-mobilizable
NZ_LR135437.1	non-mobilizable
NZ_LR135441.1	non-mobilizable
NZ_LR135477.1	non-mobilizable
NZ_LR135484.1	mobilizable
NZ_LR135486.1	non-mobilizable
NZ_LR135491.1	non-mobilizable
NZ_LR135496.1	non-mobilizable
NZ_LT598667.1	mobilizable
NZ_OD940421.1	conjugative
NZ_OD940432.1	mobilizable
NZ_OD940436.1	mobilizable
NZ_OU015353.1	non-mobilizable
NZ_OU015711.1	non-mobilizable
NZ_OU015714.1	non-mobilizable
NZ_OU015715.1	non-mobilizable
NZ_OU015948.1	non-mobilizable
NZ_OU015950.1	non-mobilizable
NZ_OU016029.1	non-mobilizable
NZ_OU016031.1	non-mobilizable
NZ_OU016039.1	non-mobilizable
NZ_OU016041.1	non-mobilizable
CP034256.1	mobilizable
CP038000.1	mobilizable
CP042624.1	mobilizable
CP045787.1	mobilizable
CP050743.1	mobilizable
CP058592.1	mobilizable
CP076296.1	mobilizable
CP099355.1	mobilizable
CP100083.1	mobilizable
CP110402.1	mobilizable
CP110408.1	mobilizable
CP110993.1	mobilizable
CP117233.1	mobilizable
CP117567.1	mobilizable
CP117582.1	mobilizable
CP117598.1	mobilizable
CP117599.1	mobilizable
CP117605.1	mobilizable
CP117625.1	mobilizable
CP120565.1	mobilizable
CP121219.1	mobilizable
NC_009346.1	mobilizable
NC_014543.1	mobilizable
NC_016823.1	mobilizable
NC_017330.1	mobilizable
NC_017649.1	mobilizable
NZ_AP019857.1	mobilizable
NZ_AP022052.1	mobilizable
NZ_AP022075.1	mobilizable
NZ_AP022102.1	mobilizable
NZ_AP022181.1	mobilizable
NZ_AP022211.1	mobilizable
NZ_AP023296.1	mobilizable
NZ_AP023432.1	mobilizable
NZ_AP024692.1	mobilizable
NZ_AP025681.1	mobilizable
NZ_CP006633.1	mobilizable
NZ_CP010205.1	mobilizable
NZ_CP011435.1	mobilizable
NZ_CP012804.1	mobilizable
NZ_CP012933.1	mobilizable
NZ_CP019023.1	mobilizable
NZ_CP019255.1	mobilizable
NZ_CP019695.1	mobilizable
NZ_CP021910.1	mobilizable
NZ_CP022068.1	mobilizable
NZ_CP022454.1	mobilizable
NZ_CP022687.1	mobilizable
NZ_CP023650.1	mobilizable
NZ_CP023653.1	mobilizable
NZ_CP023904.1	mobilizable
NZ_CP023958.1	mobilizable
NZ_CP024434.1	mobilizable
NZ_CP025235.1	mobilizable
NZ_CP025274.1	mobilizable
NZ_CP028604.1	mobilizable
NZ_CP028613.1	mobilizable
NZ_CP029121.1	mobilizable
NZ_CP031658.1	mobilizable
NZ_CP031758.1	mobilizable
NZ_CP031925.1	mobilizable
NZ_CP032083.1	mobilizable
NZ_CP032493.1	mobilizable
NZ_CP032498.1	mobilizable
NZ_CP032525.1	mobilizable
NZ_CP032800.1	mobilizable
NZ_CP032807.1	mobilizable
NZ_CP033225.2	mobilizable
NZ_CP033763.1	mobilizable
NZ_CP033853.1	mobilizable
NZ_CP034064.1	mobilizable
NZ_CP034065.1	mobilizable
NZ_CP034070.1	mobilizable
NZ_CP034388.1	mobilizable
NZ_CP034823.1	mobilizable
NZ_CP035488.1	mobilizable
NZ_CP035756.1	mobilizable
NZ_CP037878.1	mobilizable
NZ_CP038285.1	mobilizable
NZ_CP038294.1	mobilizable
NZ_CP038315.1	mobilizable
NZ_CP038358.1	mobilizable
NZ_CP038365.1	mobilizable
NZ_CP038395.1	mobilizable
NZ_CP038399.1	mobilizable
NZ_CP038407.1	mobilizable
NZ_CP038411.1	mobilizable
NZ_CP038430.1	mobilizable
NZ_CP038794.1	mobilizable
NZ_CP039563.1	mobilizable
NZ_CP039575.1	mobilizable
NZ_CP039581.1	mobilizable
NZ_CP039594.1	mobilizable
NZ_CP039597.1	mobilizable
NZ_CP039836.1	mobilizable
NZ_CP039839.1	mobilizable
NZ_CP040563.1	mobilizable
NZ_CP040670.1	mobilizable
NZ_CP041117.1	mobilizable
NZ_CP041118.1	mobilizable
NZ_CP042592.1	mobilizable
NZ_CP042978.1	mobilizable
NZ_CP045683.1	mobilizable
NZ_CP045830.1	mobilizable
NZ_CP045865.1	mobilizable
NZ_CP045940.1	mobilizable
NZ_CP046290.1	mobilizable
NZ_CP046326.1	non-mobilizable
NZ_CP046421.1	mobilizable
NZ_CP047017.1	mobilizable
NZ_CP047101.1	non-mobilizable
NZ_CP047106.1	non-mobilizable
NZ_CP047109.1	non-mobilizable
NZ_CP048318.1	mobilizable
NZ_CP049084.1	mobilizable
NZ_CP049849.1	mobilizable
NZ_CP049851.1	mobilizable
NZ_CP050369.1	mobilizable
NZ_CP050720.1	mobilizable
NZ_CP050738.1	mobilizable
NZ_CP050766.1	mobilizable
NZ_CP050774.1	mobilizable
NZ_CP050776.1	mobilizable
NZ_CP050864.1	mobilizable
NZ_CP050867.1	mobilizable
NZ_CP051325.1	mobilizable
NZ_CP051378.1	mobilizable
NZ_CP051399.1	mobilizable
NZ_CP051415.1	mobilizable
NZ_CP051704.1	mobilizable
NZ_CP051718.1	mobilizable
NZ_CP051722.1	mobilizable
NZ_CP053237.1	mobilizable
NZ_CP053760.1	mobilizable
NZ_CP054358.1	mobilizable
NZ_CP054466.1	mobilizable
NZ_CP054915.1	mobilizable
NZ_CP054944.1	mobilizable
NZ_CP055051.1	mobilizable
NZ_CP055104.1	mobilizable
NZ_CP055118.1	mobilizable
NZ_CP055198.1	mobilizable
NZ_CP055206.1	mobilizable
NZ_CP057103.1	mobilizable
NZ_CP057214.1	mobilizable
NZ_CP057219.1	mobilizable
NZ_CP057232.1	mobilizable
NZ_CP057241.1	mobilizable
NZ_CP058218.1	mobilizable
NZ_CP058687.1	mobilizable
NZ_CP058794.1	mobilizable
NZ_CP059008.1	mobilizable
NZ_CP059719.1	mobilizable
NZ_CP060078.1	mobilizable
NZ_CP060520.1	mobilizable
NZ_CP060884.1	mobilizable
NZ_CP060992.1	mobilizable
NZ_CP061529.1	mobilizable
NZ_CP062735.1	mobilizable
NZ_CP062738.1	mobilizable
NZ_CP062741.1	mobilizable
NZ_CP062748.1	mobilizable
NZ_CP062751.1	mobilizable
NZ_CP062754.1	mobilizable
NZ_CP062757.1	mobilizable
NZ_CP062760.1	mobilizable
NZ_CP062765.1	mobilizable
NZ_CP062768.1	mobilizable
NZ_CP062773.1	mobilizable
NZ_CP062777.1	mobilizable
NZ_CP062786.1	mobilizable
NZ_CP062817.1	mobilizable
NZ_CP062818.1	mobilizable
NZ_CP062828.1	mobilizable
NZ_CP062829.1	mobilizable
NZ_CP062834.1	mobilizable
NZ_CP062835.1	mobilizable
NZ_CP062840.1	mobilizable
NZ_CP062841.1	mobilizable
NZ_CP062882.1	mobilizable
NZ_CP062885.1	mobilizable
NZ_CP062886.1	mobilizable
NZ_CP062891.1	mobilizable
NZ_CP062894.1	mobilizable
NZ_CP062897.1	mobilizable
NZ_CP062898.1	mobilizable
NZ_CP062912.1	mobilizable
NZ_CP063293.1	mobilizable
NZ_CP063299.1	mobilizable
NZ_CP063480.1	mobilizable
NZ_CP063710.1	mobilizable
NZ_CP063985.1	mobilizable
NZ_CP064168.1	mobilizable
NZ_CP065608.1	mobilizable
NZ_CP066036.1	mobilizable
NZ_CP066147.1	mobilizable
NZ_CP066758.1	mobilizable
NZ_CP066761.1	mobilizable
NZ_CP066843.1	mobilizable
NZ_CP067239.1	mobilizable
NZ_CP067243.1	mobilizable
NZ_CP067260.1	mobilizable
NZ_CP067427.1	mobilizable
NZ_CP067429.1	mobilizable
NZ_CP068095.1	mobilizable
NZ_CP068101.1	mobilizable
NZ_CP068604.1	mobilizable
NZ_CP069209.1	mobilizable
NZ_CP069449.1	mobilizable
NZ_CP069465.1	non-mobilizable
NZ_CP069467.1	mobilizable
NZ_CP069626.1	mobilizable
NZ_CP069629.1	mobilizable
NZ_CP069632.1	mobilizable
NZ_CP069635.1	mobilizable
NZ_CP069638.1	mobilizable
NZ_CP069641.1	mobilizable
NZ_CP069644.1	mobilizable
NZ_CP069673.1	mobilizable
NZ_CP069871.1	mobilizable
NZ_CP069896.1	mobilizable
NZ_CP069931.1	non-mobilizable
NZ_CP069937.1	mobilizable
NZ_CP069938.1	mobilizable
NZ_CP069988.1	mobilizable
NZ_CP070006.1	non-mobilizable
NZ_CP070019.1	mobilizable
NZ_CP070028.1	mobilizable
NZ_CP070055.1	mobilizable
NZ_CP070068.1	mobilizable
NZ_CP070119.1	mobilizable
NZ_CP070130.1	mobilizable
NZ_CP070131.1	non-mobilizable
NZ_CP070140.1	non-mobilizable
NZ_CP070164.1	mobilizable
NZ_CP073938.1	mobilizable
NZ_CP073945.1	mobilizable
NZ_CP074016.1	mobilizable
NZ_CP075646.1	mobilizable
NZ_CP075651.1	mobilizable
NZ_CP075656.1	mobilizable
NZ_CP075704.1	mobilizable
NZ_CP075729.1	mobilizable
NZ_CP075735.1	mobilizable
NZ_CP075746.1	mobilizable
NZ_CP075855.1	mobilizable
NZ_CP076240.1	mobilizable
NZ_CP076247.1	mobilizable
NZ_CP077435.1	non-mobilizable
NZ_CP077648.1	mobilizable
NZ_CP077651.1	mobilizable
NZ_CP079733.1	mobilizable
NZ_CP080131.1	mobilizable
NZ_CP080176.1	mobilizable
NZ_CP080232.1	mobilizable
NZ_CP081013.1	mobilizable
NZ_CP081682.1	mobilizable
NZ_CP081688.1	mobilizable
NZ_CP081696.1	mobilizable
NZ_CP081772.1	mobilizable
NZ_CP081780.1	mobilizable
NZ_CP081789.1	mobilizable
NZ_CP081883.1	mobilizable
NZ_CP083501.1	mobilizable
NZ_CP084196.1	mobilizable
NZ_CP084905.1	mobilizable
NZ_CP085079.1	mobilizable
NZ_CP085206.1	mobilizable
NZ_CP085489.1	mobilizable
NZ_CP091576.1	mobilizable
NZ_CP091668.1	mobilizable
NZ_CP091669.1	mobilizable
NZ_CP091670.1	mobilizable
NZ_CP091688.1	mobilizable
NZ_CP091710.1	mobilizable
NZ_CP092263.1	mobilizable
NZ_CP092343.1	mobilizable
NZ_CP093389.1	mobilizable
NZ_CP094335.1	mobilizable
NZ_CP094337.1	mobilizable
NZ_CP094990.1	mobilizable
NZ_CP095130.1	mobilizable
NZ_CP095793.1	mobilizable
NZ_CP097217.1	mobilizable
NZ_CP097394.1	mobilizable
NZ_CP098837.1	mobilizable
NZ_CP099726.1	mobilizable
NZ_CP100507.1	mobilizable
NZ_CP100701.1	mobilizable
NZ_CP100738.1	mobilizable
NZ_CP101385.1	mobilizable
NZ_CP101928.1	mobilizable
NZ_CP103484.1	mobilizable
NZ_CP103519.1	mobilizable
NZ_CP103602.1	mobilizable
NZ_CP103708.1	mobilizable
NZ_CP103750.1	mobilizable
NZ_CP103761.1	mobilizable
NZ_CP103774.1	mobilizable
NZ_CP104308.1	mobilizable
NZ_CP104483.1	mobilizable
NZ_CP104673.1	mobilizable
NZ_CP109778.1	mobilizable
NZ_CP109780.1	mobilizable
NZ_CP109883.1	mobilizable
NZ_CP116083.1	mobilizable
NZ_CP116099.1	mobilizable
NZ_CP116156.1	mobilizable
NZ_CP116158.1	mobilizable
NZ_CP116165.1	mobilizable
NZ_CP116172.1	mobilizable
NZ_CP116992.1	mobilizable
NZ_CP120946.1	mobilizable
NZ_LN824137.1	mobilizable
NZ_LR890330.1	mobilizable
NZ_LR890332.1	mobilizable
NZ_LR898883.1	mobilizable
NZ_OV049811.1	mobilizable
NZ_OW967180.1	mobilizable
NZ_OW968015.1	mobilizable
NZ_OW970371.1	mobilizable
NZ_OW970419.1	mobilizable
NZ_OW970427.1	mobilizable
NZ_OW970442.1	mobilizable
NZ_OW970458.1	mobilizable
NZ_OW970483.1	mobilizable
NZ_OW970490.1	mobilizable
NZ_OW970498.1	mobilizable
NZ_OW970519.1	mobilizable
NZ_OW970535.1	mobilizable
NZ_OW970546.1	mobilizable
NZ_OW970558.1	mobilizable
NZ_OW970566.1	mobilizable
NZ_OX359185.1	mobilizable
CP014753.1	conjugative
CP027364.1	conjugative
CP027598.1	conjugative
CP027676.1	mobilizable
CP027764.1	non-mobilizable
CP041748.1	non-mobilizable
CP101301.1	mobilizable
NC_002128.1	non-mobilizable
NC_011350.1	non-mobilizable
NC_013010.1	non-mobilizable
NC_013354.1	conjugative
NC_013369.1	mobilizable
NC_013942.1	mobilizable
NC_017657.1	mobilizable
NC_017907.1	non-mobilizable
NZ_AP018489.1	conjugative
NZ_AP018810.1	mobilizable
NZ_CP006263.1	conjugative
NZ_CP007135.1	conjugative
NZ_CP007138.1	mobilizable
NZ_CP008806.1	non-mobilizable
NZ_CP008958.1	non-mobilizable
NZ_CP010305.1	non-mobilizable
NZ_CP012803.1	non-mobilizable
NZ_CP013028.1	conjugative
NZ_CP015021.1	non-mobilizable
NZ_CP015022.1	non-mobilizable
NZ_CP015242.1	mobilizable
NZ_CP015816.1	non-mobilizable
NZ_CP015844.2	non-mobilizable
NZ_CP015847.2	non-mobilizable
NZ_CP015854.1	non-mobilizable
NZ_CP016626.1	non-mobilizable
NZ_CP017250.1	non-mobilizable
NZ_CP017252.1	non-mobilizable
NZ_CP017435.1	non-mobilizable
NZ_CP017439.1	non-mobilizable
NZ_CP017443.1	non-mobilizable
NZ_CP017445.1	non-mobilizable
NZ_CP017447.1	non-mobilizable
NZ_CP017670.1	non-mobilizable
NZ_CP018238.1	non-mobilizable
NZ_CP018240.1	non-mobilizable
NZ_CP018242.1	non-mobilizable
NZ_CP018244.1	non-mobilizable
NZ_CP018246.1	non-mobilizable
NZ_CP018248.1	mobilizable
NZ_CP018251.1	non-mobilizable
NZ_CP018626.1	non-mobilizable
NZ_CP022052.2	non-mobilizable
NZ_CP022408.1	non-mobilizable
NZ_CP022688.1	mobilizable
NZ_CP023674.1	conjugative
NZ_CP024055.1	conjugative
NZ_CP024129.1	conjugative
NZ_CP024137.1	conjugative
NZ_CP024158.1	conjugative
NZ_CP024480.1	conjugative
NZ_CP024617.1	conjugative
NZ_CP024660.1	mobilizable
NZ_CP027220.1	mobilizable
NZ_CP027318.1	mobilizable
NZ_CP027321.1	mobilizable
NZ_CP027326.1	conjugative
NZ_CP027334.1	conjugative
NZ_CP027339.1	mobilizable
NZ_CP027350.1	mobilizable
NZ_CP027353.1	mobilizable
NZ_CP027354.1	non-mobilizable
NZ_CP027356.1	non-mobilizable
NZ_CP027359.1	non-mobilizable
NZ_CP027386.1	non-mobilizable
NZ_CP027389.1	conjugative
NZ_CP027391.1	mobilizable
NZ_CP027436.1	mobilizable
NZ_CP027444.1	mobilizable
NZ_CP027446.1	conjugative
NZ_CP027456.1	mobilizable
NZ_CP027460.1	conjugative
NZ_CP027473.1	non-mobilizable
NZ_CP027545.1	conjugative
NZ_CP027547.1	mobilizable
NZ_CP027549.1	conjugative
NZ_CP027553.1	conjugative
NZ_CP027556.1	mobilizable
NZ_CP027578.1	mobilizable
NZ_CP027583.1	mobilizable
NZ_CP027588.1	conjugative
NZ_CP027589.1	conjugative
NZ_CP027601.1	mobilizable
NZ_CP027767.1	conjugative
NZ_CP028111.1	mobilizable
NZ_CP028113.1	mobilizable
NZ_CP028115.1	mobilizable
NZ_CP028124.1	mobilizable
NZ_CP028380.1	mobilizable
NZ_CP028595.1	non-mobilizable
NZ_CP028599.1	non-mobilizable
NZ_CP028602.1	non-mobilizable
NZ_CP028606.1	mobilizable
NZ_CP028608.1	non-mobilizable
NZ_CP028612.1	non-mobilizable
NZ_CP028619.1	non-mobilizable
NZ_CP028622.1	non-mobilizable
NZ_CP028625.1	non-mobilizable
NZ_CP028628.1	non-mobilizable
NZ_CP028631.1	non-mobilizable
NZ_CP028637.1	non-mobilizable
NZ_CP028640.1	non-mobilizable
NZ_CP028643.1	non-mobilizable
NZ_CP028646.1	non-mobilizable
NZ_CP028649.1	non-mobilizable
NZ_CP028651.1	non-mobilizable
NZ_CP028653.1	non-mobilizable
NZ_CP028661.1	non-mobilizable
NZ_CP028664.1	non-mobilizable
NZ_CP028667.1	non-mobilizable
NZ_CP028670.1	non-mobilizable
NZ_CP028673.1	non-mobilizable
NZ_CP028676.1	non-mobilizable
